id,cd,baseprice,basenum,contprice,dealnum,trans-amount,orderdate,jsd
34577,1,4550,20,4550,20,91000,2018/11/23,中海油宁波江浙沪皖
34578,3,4800,1100,4800,1100,5280000,2018/11/23,珠三角地区
34579,3,4800,11500,4800,11500,55200000,2018/11/23,珠三角地区
34580,3,4800,600,4800,600,2880000,2018/11/23,珠三角地区
34581,3,4800,1100,4800,1100,5280000,2018/11/23,珠三角地区
34343,1,4550,20,4550,20,91000,2018/11/21,中海油宁波江浙沪皖
34159,1,4550,20,4550,20,91000,2018/11/19,中海油宁波江浙沪皖
34160,2,5034,136,5034,136,684624,2018/11/19,北方
34161,2,5034,108,5034,108,543672,2018/11/19,北方
34162,2,5034,70,5034,70,352380,2018/11/19,北方
34163,2,5034,100,5034,100,503400,2018/11/19,北方
34164,2,5034,68,5034,68,342312,2018/11/19,北方
34165,2,5034,10,5034,10,50340,2018/11/19,北方
34166,2,5034,10,5034,10,50340,2018/11/19,北方
34167,2,5034,60,5034,60,302040,2018/11/19,北方
34168,2,5034,50,5034,50,251700,2018/11/19,北方
34169,2,5034,200,5034,200,1006800,2018/11/19,北方
34170,2,5034,47,5034,47,236598,2018/11/19,北方
34171,2,5034,88,5034,88,442992,2018/11/19,北方
34172,2,5034,400,5034,400,2013600,2018/11/19,北方
34173,2,5034,35,5034,35,176190,2018/11/19,北方
34174,2,5034,10,5034,10,50340,2018/11/19,北方
34175,2,5034,88,5034,88,442992,2018/11/19,北方
34176,2,5034,338,5034,338,1701492,2018/11/19,北方
34177,2,5034,80,5034,80,402720,2018/11/19,北方
34178,2,5034,379,5034,379,1907886,2018/11/19,北方
34179,2,5034,10,5034,10,50340,2018/11/19,北方
34005,3,4800,240,4800,240,1152000,2018/11/16,珠三角地区
34006,3,4800,1000,4800,1000,4800000,2018/11/16,珠三角地区
34007,3,4800,1000,4800,1000,4800000,2018/11/16,珠三角地区
34008,3,4800,10300,4800,10300,49440000,2018/11/16,珠三角地区
34009,1,4550,20,4550,20,91000,2018/11/16,中海油宁波江浙沪皖
33852,1,4550,20,4550,20,91000,2018/11/15,中海油宁波江浙沪皖
33853,1,5166,500,5166,500,2583000,2018/11/15,东部
33854,1,5166,132,5166,132,681912,2018/11/15,东部
33855,1,5166,406,5166,406,2097396,2018/11/15,东部
33856,1,5166,250,5166,250,1291500,2018/11/15,东部
33857,1,5166,48,5166,48,247968,2018/11/15,东部
33858,1,5166,102,5166,102,526932,2018/11/15,东部
33859,1,5166,175,5166,175,904050,2018/11/15,东部
33860,1,5166,203,5166,203,1048698,2018/11/15,东部
33861,1,5166,200,5166,200,1033200,2018/11/15,东部
33862,1,5166,200,5166,200,1033200,2018/11/15,东部
33863,1,5166,380,5166,380,1963080,2018/11/15,东部
33864,1,5166,10,5166,10,51660,2018/11/15,东部
33865,1,5166,135,5166,135,697410,2018/11/15,东部
33866,1,5166,400,5166,400,2066400,2018/11/15,东部
33867,1,5166,28,5166,28,144648,2018/11/15,东部
33868,1,5166,57,5166,57,294462,2018/11/15,东部
33869,1,5166,95,5166,95,490770,2018/11/15,东部
33870,1,5166,235,5166,235,1214010,2018/11/15,东部
33871,1,5166,210,5166,210,1084860,2018/11/15,东部
33872,1,5166,230,5166,230,1188180,2018/11/15,东部
33873,1,5166,138,5166,138,712908,2018/11/15,东部
33874,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33875,1,5166,339,5166,339,1751274,2018/11/15,东部
33876,1,5166,200,5166,200,1033200,2018/11/15,东部
33877,1,5166,260,5166,260,1343160,2018/11/15,东部
33878,1,5166,951,5166,951,4912866,2018/11/15,东部
33879,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33880,1,5166,284,5166,284,1467144,2018/11/15,东部
33881,1,5166,500,5166,500,2583000,2018/11/15,东部
33882,1,5166,205,5166,205,1059030,2018/11/15,东部
33883,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33884,1,5166,100,5166,100,516600,2018/11/15,东部
33885,1,5166,20,5166,20,103320,2018/11/15,东部
33886,1,5166,332,5166,332,1715112,2018/11/15,东部
33887,1,5166,41,5166,41,211806,2018/11/15,东部
33888,1,5166,500,5166,500,2583000,2018/11/15,东部
33889,1,5166,284,5166,284,1467144,2018/11/15,东部
33890,1,5166,324,5166,324,1673784,2018/11/15,东部
33891,1,5166,500,5166,500,2583000,2018/11/15,东部
33892,1,5166,300,5166,300,1549800,2018/11/15,东部
33893,1,5166,500,5166,500,2583000,2018/11/15,东部
33894,1,5166,340,5166,340,1756440,2018/11/15,东部
33895,1,5166,400,5166,400,2066400,2018/11/15,东部
33896,1,5166,49,5166,49,253134,2018/11/15,东部
33897,1,5166,400,5166,400,2066400,2018/11/15,东部
33898,1,5166,200,5166,200,1033200,2018/11/15,东部
33899,1,5166,500,5166,500,2583000,2018/11/15,东部
33900,1,5166,500,5166,500,2583000,2018/11/15,东部
33901,1,5166,380,5166,380,1963080,2018/11/15,东部
33902,1,5166,200,5166,200,1033200,2018/11/15,东部
33903,1,5166,68,5166,68,351288,2018/11/15,东部
33904,1,5166,300,5166,300,1549800,2018/11/15,东部
33905,1,5166,200,5166,200,1033200,2018/11/15,东部
33906,1,5166,203,5166,203,1048698,2018/11/15,东部
33907,1,5166,10,5166,10,51660,2018/11/15,东部
33908,1,5166,150,5166,150,774900,2018/11/15,东部
33909,1,5166,500,5166,500,2583000,2018/11/15,东部
33910,1,5166,650,5166,650,3357900,2018/11/15,东部
33911,1,5166,133,5166,133,687078,2018/11/15,东部
33912,1,5166,20,5166,20,103320,2018/11/15,东部
33913,1,5166,370,5166,370,1911420,2018/11/15,东部
33914,1,5166,500,5166,500,2583000,2018/11/15,东部
33915,1,5166,400,5166,400,2066400,2018/11/15,东部
33916,1,5166,45,5166,45,232470,2018/11/15,东部
33917,1,5166,230,5166,230,1188180,2018/11/15,东部
33918,1,5166,500,5166,500,2583000,2018/11/15,东部
33919,1,5166,169,5166,169,873054,2018/11/15,东部
33920,1,5166,762,5166,762,3936492,2018/11/15,东部
33921,1,5166,51,5166,51,263466,2018/11/15,东部
33922,1,5166,50,5166,50,258300,2018/11/15,东部
33923,1,5166,600,5166,600,3099600,2018/11/15,东部
33924,1,5166,193,5166,193,997038,2018/11/15,东部
33925,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33926,1,5166,500,5166,500,2583000,2018/11/15,东部
33927,1,5166,500,5166,500,2583000,2018/11/15,东部
33928,1,5166,69,5166,69,356454,2018/11/15,东部
33929,1,5166,500,5166,500,2583000,2018/11/15,东部
33930,1,5166,500,5166,500,2583000,2018/11/15,东部
33931,1,5166,136,5166,136,702576,2018/11/15,东部
33932,1,5166,350,5166,350,1808100,2018/11/15,东部
33933,1,5166,20,5166,20,103320,2018/11/15,东部
33934,1,5166,300,5166,300,1549800,2018/11/15,东部
33935,1,5166,25,5166,25,129150,2018/11/15,东部
33936,1,5166,87,5166,87,449442,2018/11/15,东部
33937,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33938,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33939,1,5166,300,5166,300,1549800,2018/11/15,东部
33940,1,5166,100,5166,100,516600,2018/11/15,东部
33941,1,5166,720,5166,720,3719520,2018/11/15,东部
33942,1,5166,340,5166,340,1756440,2018/11/15,东部
33943,1,5166,80,5166,80,413280,2018/11/15,东部
33944,1,5166,216,5166,216,1115856,2018/11/15,东部
33945,1,5166,407,5166,407,2102562,2018/11/15,东部
33946,1,5166,178,5166,178,919548,2018/11/15,东部
33947,1,5166,100,5166,100,516600,2018/11/15,东部
33948,1,5166,500,5166,500,2583000,2018/11/15,东部
33949,1,5166,570,5166,570,2944620,2018/11/15,东部
33950,1,5166,100,5166,100,516600,2018/11/15,东部
33951,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33952,1,5166,1000,5166,1000,5166000,2018/11/15,东部
33953,1,5166,135,5166,135,697410,2018/11/15,东部
33954,1,5166,47,5166,47,242802,2018/11/15,东部
33955,1,5166,500,5166,500,2583000,2018/11/15,东部
33956,1,5166,300,5166,300,1549800,2018/11/15,东部
33957,1,5166,80,5166,80,413280,2018/11/15,东部
33958,1,5166,500,5166,500,2583000,2018/11/15,东部
33959,1,5166,407,5166,407,2102562,2018/11/15,东部
33820,1,4550,20,4550,20,91000,2018/11/14,中海油宁波江浙沪皖
33663,1,4550,20,4550,20,91000,2018/11/13,中海油宁波江浙沪皖
33664,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33665,2,5034,350,5034,350,1761900,2018/11/13,北方
33666,2,5034,280,5034,280,1409520,2018/11/13,北方
33667,2,5034,67,5034,67,337278,2018/11/13,北方
33668,2,5034,130,5034,130,654420,2018/11/13,北方
33669,2,5034,68,5034,68,342312,2018/11/13,北方
33670,2,5034,5,5034,5,25170,2018/11/13,北方
33671,2,5034,30,5034,30,151020,2018/11/13,北方
33672,2,5034,15,5034,15,75510,2018/11/13,北方
33673,2,5034,34,5034,34,171156,2018/11/13,北方
33674,2,5034,880,5034,880,4429920,2018/11/13,北方
33675,2,5034,137,5034,137,689658,2018/11/13,北方
33676,2,5034,100,5034,100,503400,2018/11/13,北方
33677,2,5034,40,5034,40,201360,2018/11/13,北方
33678,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33679,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33680,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33681,2,5034,1500,5034,1500,7551000,2018/11/13,北方
33682,2,5034,55,5034,55,276870,2018/11/13,北方
33683,2,5034,5,5034,5,25170,2018/11/13,北方
33684,2,5034,400,5034,400,2013600,2018/11/13,北方
33685,2,5034,52,5034,52,261768,2018/11/13,北方
33686,2,5034,475,5034,475,2391150,2018/11/13,北方
33687,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33688,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33689,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33690,2,5034,68,5034,68,342312,2018/11/13,北方
33691,2,5034,271,5034,271,1364214,2018/11/13,北方
33692,3,5034,10,5034,10,50340,2018/11/13,南方
33693,3,5034,5,5034,5,25170,2018/11/13,南方
33694,2,5034,10,5034,10,50340,2018/11/13,北方
33695,2,5034,500,5034,500,2517000,2018/11/13,北方
33696,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33697,2,5034,150,5034,150,755100,2018/11/13,北方
33698,2,5034,5,5034,5,25170,2018/11/13,北方
33699,2,5034,5,5034,5,25170,2018/11/13,北方
33700,2,5034,15,5034,15,75510,2018/11/13,北方
33701,2,5034,68,5034,68,342312,2018/11/13,北方
33702,3,5034,310,5034,310,1560540,2018/11/13,南方
33703,3,5034,1200,5034,1200,6040800,2018/11/13,南方
33704,2,5034,5,5034,5,25170,2018/11/13,北方
33705,2,5034,5,5034,5,25170,2018/11/13,北方
33706,2,5034,5,5034,5,25170,2018/11/13,北方
33707,2,5034,5,5034,5,25170,2018/11/13,北方
33708,2,5034,5,5034,5,25170,2018/11/13,北方
33709,2,5034,5,5034,5,25170,2018/11/13,北方
33710,2,5034,500,5034,500,2517000,2018/11/13,北方
33711,2,5034,100,5034,100,503400,2018/11/13,北方
33712,2,5034,200,5034,200,1006800,2018/11/13,北方
33713,2,5034,170,5034,170,855780,2018/11/13,北方
33714,2,5034,5,5034,5,25170,2018/11/13,北方
33715,2,5034,30,5034,30,151020,2018/11/13,北方
33716,2,5034,5,5034,5,25170,2018/11/13,北方
33717,2,5034,5,5034,5,25170,2018/11/13,北方
33718,2,5034,2000,5034,2000,10068000,2018/11/13,北方
33719,2,5034,710,5034,710,3574140,2018/11/13,北方
33720,2,5034,185,5034,185,931290,2018/11/13,北方
33721,3,5034,210,5034,210,1057140,2018/11/13,南方
33722,2,5034,120,5034,120,604080,2018/11/13,北方
33723,2,5034,158,5034,158,795372,2018/11/13,北方
33724,2,5034,71,5034,71,357414,2018/11/13,北方
33725,3,5034,135,5034,135,679590,2018/11/13,南方
33726,3,5034,80,5034,80,402720,2018/11/13,南方
33727,3,5034,70,5034,70,352380,2018/11/13,南方
33728,3,5034,55,5034,55,276870,2018/11/13,南方
33729,3,5034,68,5034,68,342312,2018/11/13,南方
33730,3,5034,271,5034,271,1364214,2018/11/13,南方
33731,3,5034,2032,5034,2032,10229088,2018/11/13,南方
33732,3,5034,5,5034,5,25170,2018/11/13,南方
33733,3,5034,88,5034,88,442992,2018/11/13,南方
33734,3,5034,180,5034,180,906120,2018/11/13,南方
33735,3,5034,20,5034,20,100680,2018/11/13,南方
33206,3,4800,1310,4800,1310,6288000,2018/11/9,珠三角地区
33207,3,4800,13700,4800,13700,65760000,2018/11/9,珠三角地区
33208,3,4800,810,4800,810,3888000,2018/11/9,珠三角地区
33209,3,4800,1300,4800,1300,6240000,2018/11/9,珠三角地区
32971,1,4750,20,4750,20,95000,2018/11/7,中海油宁波江浙沪皖
32768,3,5034,5,5034,5,25170,2018/11/6,南方
32769,3,5034,60,5034,60,302040,2018/11/6,南方
32770,3,5034,15,5034,15,75510,2018/11/6,南方
32771,3,5034,34,5034,34,171156,2018/11/6,南方
32772,3,5034,340,5034,340,1711560,2018/11/6,南方
32773,3,5034,10,5034,10,50340,2018/11/6,南方
32774,3,5034,40,5034,40,201360,2018/11/6,南方
32775,3,5034,333,5034,333,1676322,2018/11/6,南方
32776,3,5034,542,5034,542,2728428,2018/11/6,南方
32777,3,5034,10,5034,10,50340,2018/11/6,南方
32778,3,5034,2100,5034,2100,10571400,2018/11/6,南方
32779,3,5034,2500,5034,2500,12585000,2018/11/6,南方
32780,3,5034,140,5034,140,704760,2018/11/6,南方
32781,3,5034,67,5034,67,337278,2018/11/6,南方
32782,3,5034,1626,5034,1626,8185284,2018/11/6,南方
32757,1,4750,20,4750,20,95000,2018/11/6,中海油宁波江浙沪皖
32758,3,5034,1169,5034,1169,5884746,2018/11/6,南方
32759,3,5034,390,5034,390,1963260,2018/11/6,南方
32760,3,5034,300,5034,300,1510200,2018/11/6,南方
32761,3,5034,150,5034,150,755100,2018/11/6,南方
32762,3,5034,1300,5034,1300,6544200,2018/11/6,南方
32763,3,5034,42,5034,42,211428,2018/11/6,南方
32764,3,5034,5,5034,5,25170,2018/11/6,南方
32765,3,5034,5,5034,5,25170,2018/11/6,南方
32766,3,5034,192,5034,192,966528,2018/11/6,南方
32767,3,5034,5,5034,5,25170,2018/11/6,南方
32756,1,4750,20,4750,20,95000,2018/11/5,中海油宁波江浙沪皖
32542,1,4745,1600,4745,1600,7592000,2018/11/1,中海油宁波江浙沪皖
32543,1,4745,23680,4745,23680,112361600,2018/11/1,中海油宁波江浙沪皖
32544,1,4745,10300,4745,10300,48873500,2018/11/1,中海油宁波江浙沪皖
32545,1,4745,500,4745,500,2372500,2018/11/1,中海油宁波江浙沪皖
32546,1,4745,6700,4745,6700,31791500,2018/11/1,中海油宁波江浙沪皖
32547,1,4750,20,4750,20,95000,2018/11/1,中海油宁波江浙沪皖
32548,1,5166,400,5166,400,2066400,2018/11/1,东部
32549,1,5166,500,5166,500,2583000,2018/11/1,东部
32550,1,5166,500,5166,500,2583000,2018/11/1,东部
32551,1,5166,155,5166,155,800730,2018/11/1,东部
32552,1,5166,345,5166,345,1782270,2018/11/1,东部
32553,1,5166,253,5166,253,1306998,2018/11/1,东部
32554,1,5166,76,5166,76,392616,2018/11/1,东部
32555,1,5166,500,5166,500,2583000,2018/11/1,东部
32556,1,5166,500,5166,500,2583000,2018/11/1,东部
32557,1,5166,500,5166,500,2583000,2018/11/1,东部
32558,1,5166,500,5166,500,2583000,2018/11/1,东部
32559,1,5166,500,5166,500,2583000,2018/11/1,东部
32560,1,5166,500,5166,500,2583000,2018/11/1,东部
32561,1,5166,500,5166,500,2583000,2018/11/1,东部
32562,1,5166,500,5166,500,2583000,2018/11/1,东部
32563,1,5166,500,5166,500,2583000,2018/11/1,东部
32564,1,5166,500,5166,500,2583000,2018/11/1,东部
32565,1,5166,500,5166,500,2583000,2018/11/1,东部
32566,1,5166,500,5166,500,2583000,2018/11/1,东部
32567,1,5166,255,5166,255,1317330,2018/11/1,东部
32568,1,5166,150,5166,150,774900,2018/11/1,东部
32569,1,5166,500,5166,500,2583000,2018/11/1,东部
32570,1,5166,102,5166,102,526932,2018/11/1,东部
32571,1,5166,50,5166,50,258300,2018/11/1,东部
32572,1,5166,226,5166,226,1167516,2018/11/1,东部
32573,1,5166,500,5166,500,2583000,2018/11/1,东部
32574,1,5166,33,5166,33,170478,2018/11/1,东部
32575,1,5166,500,5166,500,2583000,2018/11/1,东部
32576,1,5166,250,5166,250,1291500,2018/11/1,东部
32577,1,5166,338,5166,338,1746108,2018/11/1,东部
32578,1,5166,203,5166,203,1048698,2018/11/1,东部
32579,1,5166,500,5166,500,2583000,2018/11/1,东部
32580,1,5166,100,5166,100,516600,2018/11/1,东部
32581,1,5166,500,5166,500,2583000,2018/11/1,东部
32582,1,5166,215,5166,215,1110690,2018/11/1,东部
32583,1,5166,500,5166,500,2583000,2018/11/1,东部
32584,1,5166,100,5166,100,516600,2018/11/1,东部
32585,1,5166,500,5166,500,2583000,2018/11/1,东部
32586,1,5166,500,5166,500,2583000,2018/11/1,东部
32587,1,5166,500,5166,500,2583000,2018/11/1,东部
32588,1,5166,500,5166,500,2583000,2018/11/1,东部
32589,1,5166,50,5166,50,258300,2018/11/1,东部
32590,1,5166,500,5166,500,2583000,2018/11/1,东部
32591,1,5166,22,5166,22,113652,2018/11/1,东部
32592,1,5166,500,5166,500,2583000,2018/11/1,东部
32593,1,5166,50,5166,50,258300,2018/11/1,东部
32594,1,5166,20,5166,20,103320,2018/11/1,东部
32595,1,5166,8,5166,8,41328,2018/11/1,东部
32596,1,5166,16,5166,16,82656,2018/11/1,东部
32597,1,5166,500,5166,500,2583000,2018/11/1,东部
32598,1,5166,374,5166,374,1932084,2018/11/1,东部
32599,1,5166,500,5166,500,2583000,2018/11/1,东部
32600,1,5166,500,5166,500,2583000,2018/11/1,东部
32601,1,5166,500,5166,500,2583000,2018/11/1,东部
32602,1,5166,150,5166,150,774900,2018/11/1,东部
32603,1,5166,500,5166,500,2583000,2018/11/1,东部
32604,1,5166,500,5166,500,2583000,2018/11/1,东部
32605,1,5166,500,5166,500,2583000,2018/11/1,东部
32606,1,5166,500,5166,500,2583000,2018/11/1,东部
32607,1,5166,126,5166,126,650916,2018/11/1,东部
32608,1,5166,500,5166,500,2583000,2018/11/1,东部
32609,1,5166,300,5166,300,1549800,2018/11/1,东部
32610,1,5166,500,5166,500,2583000,2018/11/1,东部
32611,1,5166,500,5166,500,2583000,2018/11/1,东部
32612,1,5166,205,5166,205,1059030,2018/11/1,东部
32613,1,5166,150,5166,150,774900,2018/11/1,东部
32614,1,5166,500,5166,500,2583000,2018/11/1,东部
32615,1,5166,500,5166,500,2583000,2018/11/1,东部
32616,1,5166,500,5166,500,2583000,2018/11/1,东部
32617,1,5166,200,5166,200,1033200,2018/11/1,东部
32618,1,5166,360,5166,360,1859760,2018/11/1,东部
32619,1,5166,30,5166,30,154980,2018/11/1,东部
32620,1,5166,500,5166,500,2583000,2018/11/1,东部
32621,1,5166,204,5166,204,1053864,2018/11/1,东部
32622,1,5166,203,5166,203,1048698,2018/11/1,东部
32623,1,5166,332,5166,332,1715112,2018/11/1,东部
32624,1,5166,135,5166,135,697410,2018/11/1,东部
32625,1,5166,500,5166,500,2583000,2018/11/1,东部
32626,1,5166,230,5166,230,1188180,2018/11/1,东部
32627,1,5166,200,5166,200,1033200,2018/11/1,东部
32628,1,5166,100,5166,100,516600,2018/11/1,东部
32629,1,5166,51,5166,51,263466,2018/11/1,东部
32630,1,5166,450,5166,450,2324700,2018/11/1,东部
32631,1,5166,130,5166,130,671580,2018/11/1,东部
32632,1,5166,64,5166,64,330624,2018/11/1,东部
32633,1,5166,500,5166,500,2583000,2018/11/1,东部
32634,1,5166,500,5166,500,2583000,2018/11/1,东部
32635,1,5166,500,5166,500,2583000,2018/11/1,东部
32636,1,5166,30,5166,30,154980,2018/11/1,东部
32637,1,5166,500,5166,500,2583000,2018/11/1,东部
32638,1,5166,79,5166,79,408114,2018/11/1,东部
32639,1,5166,200,5166,200,1033200,2018/11/1,东部
32640,1,5166,41,5166,41,211806,2018/11/1,东部
32641,1,5166,500,5166,500,2583000,2018/11/1,东部
32642,1,5166,500,5166,500,2583000,2018/11/1,东部
32643,1,5166,305,5166,305,1575630,2018/11/1,东部
32644,1,5166,150,5166,150,774900,2018/11/1,东部
32645,1,5166,356,5166,356,1839096,2018/11/1,东部
32646,1,5166,205,5166,205,1059030,2018/11/1,东部
32647,1,5166,100,5166,100,516600,2018/11/1,东部
32648,1,5166,102,5166,102,526932,2018/11/1,东部
32649,1,5166,50,5166,50,258300,2018/11/1,东部
32650,1,5166,500,5166,500,2583000,2018/11/1,东部
32651,1,5166,50,5166,50,258300,2018/11/1,东部
32652,1,5166,47,5166,47,242802,2018/11/1,东部
32653,1,5166,70,5166,70,361620,2018/11/1,东部
32654,1,5166,300,5166,300,1549800,2018/11/1,东部
32655,1,5166,57,5166,57,294462,2018/11/1,东部
32656,1,5166,330,5166,330,1704780,2018/11/1,东部
32657,1,5166,500,5166,500,2583000,2018/11/1,东部
32658,1,5166,300,5166,300,1549800,2018/11/1,东部
32659,1,5166,100,5166,100,516600,2018/11/1,东部
32660,1,5166,100,5166,100,516600,2018/11/1,东部
32661,1,5166,61,5166,61,315126,2018/11/1,东部
32662,1,5166,102,5166,102,526932,2018/11/1,东部
32663,1,5166,5,5166,5,25830,2018/11/1,东部
32664,1,5166,100,5166,100,516600,2018/11/1,东部
32665,1,5166,230,5166,230,1188180,2018/11/1,东部
32666,1,5166,300,5166,300,1549800,2018/11/1,东部
32667,1,5166,140,5166,140,723240,2018/11/1,东部
32668,1,5166,177,5166,177,914382,2018/11/1,东部
32669,1,5166,25,5166,25,129150,2018/11/1,东部
32670,1,5166,283,5166,283,1461978,2018/11/1,东部
32671,1,5166,500,5166,500,2583000,2018/11/1,东部
32672,1,5166,262,5166,262,1353492,2018/11/1,东部
32673,1,5166,80,5166,80,413280,2018/11/1,东部
32674,1,5166,34,5166,34,175644,2018/11/1,东部
32675,1,5166,50,5166,50,258300,2018/11/1,东部
32676,1,5166,81,5166,81,418446,2018/11/1,东部
32677,1,5166,300,5166,300,1549800,2018/11/1,东部
32678,1,5166,48,5166,48,247968,2018/11/1,东部
32679,1,5166,120,5166,120,619920,2018/11/1,东部
32680,1,5166,102,5166,102,526932,2018/11/1,东部
32681,1,5166,20,5166,20,103320,2018/11/1,东部
32682,1,5166,500,5166,500,2583000,2018/11/1,东部
32683,1,5166,500,5166,500,2583000,2018/11/1,东部
32684,1,5166,500,5166,500,2583000,2018/11/1,东部
32685,1,5166,50,5166,50,258300,2018/11/1,东部
32686,1,5166,50,5166,50,258300,2018/11/1,东部
32256,1,4846,500,4846,500,2423000,2018/10/31,东部
32257,1,4846,500,4846,500,2423000,2018/10/31,东部
32258,1,4846,500,4846,500,2423000,2018/10/31,东部
32259,1,4846,500,4846,500,2423000,2018/10/31,东部
32260,1,4846,500,4846,500,2423000,2018/10/31,东部
32261,1,4846,500,4846,500,2423000,2018/10/31,东部
32262,1,4846,500,4846,500,2423000,2018/10/31,东部
32263,1,4846,500,4846,500,2423000,2018/10/31,东部
32264,1,4846,500,4846,500,2423000,2018/10/31,东部
32265,1,4846,500,4846,500,2423000,2018/10/31,东部
32266,1,4846,500,4846,500,2423000,2018/10/31,东部
32267,1,4846,500,4846,500,2423000,2018/10/31,东部
32268,1,4846,500,4846,500,2423000,2018/10/31,东部
32269,1,4846,500,4846,500,2423000,2018/10/31,东部
32270,1,4846,500,4846,500,2423000,2018/10/31,东部
32271,1,4846,500,4846,500,2423000,2018/10/31,东部
32272,1,4846,500,4846,500,2423000,2018/10/31,东部
32273,1,4846,500,4846,500,2423000,2018/10/31,东部
32274,1,4846,500,4846,500,2423000,2018/10/31,东部
32275,1,4846,500,4846,500,2423000,2018/10/31,东部
32276,1,4846,500,4846,500,2423000,2018/10/31,东部
32277,1,4846,500,4846,500,2423000,2018/10/31,东部
32278,1,4846,500,4846,500,2423000,2018/10/31,东部
32279,1,4846,500,4846,500,2423000,2018/10/31,东部
32280,1,4846,100,4846,100,484600,2018/10/31,东部
32281,1,4846,500,4846,500,2423000,2018/10/31,东部
32282,1,4846,10,4846,10,48460,2018/10/31,东部
32283,1,5166,200,5166,200,1033200,2018/10/31,东部
32284,1,5166,500,5166,500,2583000,2018/10/31,东部
32285,1,5166,500,5166,500,2583000,2018/10/31,东部
32286,1,5166,500,5166,500,2583000,2018/10/31,东部
32287,1,5166,16,5166,16,82656,2018/10/31,东部
32288,1,5166,157,5166,157,811062,2018/10/31,东部
32289,1,5166,40,5166,40,206640,2018/10/31,东部
32290,1,5166,490,5166,490,2531340,2018/10/31,东部
32291,1,5166,100,5166,100,516600,2018/10/31,东部
32292,1,5166,110,5166,110,568260,2018/10/31,东部
32293,1,5166,100,5166,100,516600,2018/10/31,东部
32294,1,5166,500,5166,500,2583000,2018/10/31,东部
32295,1,5166,310,5166,310,1601460,2018/10/31,东部
32296,1,5166,204,5166,204,1053864,2018/10/31,东部
32297,1,5166,500,5166,500,2583000,2018/10/31,东部
32298,1,5166,500,5166,500,2583000,2018/10/31,东部
32299,1,5166,500,5166,500,2583000,2018/10/31,东部
32300,1,5166,100,5166,100,516600,2018/10/31,东部
32301,1,5166,500,5166,500,2583000,2018/10/31,东部
32302,1,5166,328,5166,328,1694448,2018/10/31,东部
32303,1,5166,500,5166,500,2583000,2018/10/31,东部
32304,1,5166,500,5166,500,2583000,2018/10/31,东部
32305,1,5166,500,5166,500,2583000,2018/10/31,东部
32306,1,5166,500,5166,500,2583000,2018/10/31,东部
32307,1,5166,500,5166,500,2583000,2018/10/31,东部
32308,1,5166,500,5166,500,2583000,2018/10/31,东部
32309,1,5166,500,5166,500,2583000,2018/10/31,东部
32310,1,5166,330,5166,330,1704780,2018/10/31,东部
32311,1,5166,500,5166,500,2583000,2018/10/31,东部
32312,1,5166,500,5166,500,2583000,2018/10/31,东部
32313,1,5166,500,5166,500,2583000,2018/10/31,东部
32314,1,5166,225,5166,225,1162350,2018/10/31,东部
32315,1,5166,500,5166,500,2583000,2018/10/31,东部
32316,1,5166,500,5166,500,2583000,2018/10/31,东部
32317,1,5166,500,5166,500,2583000,2018/10/31,东部
32318,1,5166,110,5166,110,568260,2018/10/31,东部
32319,1,5166,100,5166,100,516600,2018/10/31,东部
32320,1,5166,155,5166,155,800730,2018/10/31,东部
32321,1,5166,500,5166,500,2583000,2018/10/31,东部
32322,1,5166,195,5166,195,1007370,2018/10/31,东部
32323,1,5166,500,5166,500,2583000,2018/10/31,东部
32324,1,5166,500,5166,500,2583000,2018/10/31,东部
32325,1,5166,500,5166,500,2583000,2018/10/31,东部
32326,1,5166,500,5166,500,2583000,2018/10/31,东部
32327,1,5166,500,5166,500,2583000,2018/10/31,东部
32328,1,5166,500,5166,500,2583000,2018/10/31,东部
32329,1,5166,500,5166,500,2583000,2018/10/31,东部
32330,1,5166,500,5166,500,2583000,2018/10/31,东部
32331,1,5166,500,5166,500,2583000,2018/10/31,东部
32332,1,5166,500,5166,500,2583000,2018/10/31,东部
32333,1,5166,500,5166,500,2583000,2018/10/31,东部
32334,1,5166,500,5166,500,2583000,2018/10/31,东部
32335,1,5166,500,5166,500,2583000,2018/10/31,东部
32336,1,5166,500,5166,500,2583000,2018/10/31,东部
32337,1,5166,100,5166,100,516600,2018/10/31,东部
32338,1,5166,500,5166,500,2583000,2018/10/31,东部
32339,1,5166,500,5166,500,2583000,2018/10/31,东部
32340,1,5166,451,5166,451,2329866,2018/10/31,东部
32341,1,5166,500,5166,500,2583000,2018/10/31,东部
