id,cd,baseprice,basenum,contprice,dealnum,trans-amount,orderdate,jsd
23205,2,4756,50,4756,50,237800,2018/9/10,北方
23206,2,4756,130,4756,130,618280,2018/9/10,北方
23207,2,4756,20,4756,20,95120,2018/9/10,北方
23208,2,4756,180,4756,180,856080,2018/9/10,北方
23209,2,4756,100,4756,100,475600,2018/9/10,北方
23210,2,4756,68,4756,68,323408,2018/9/10,北方
23211,2,4756,200,4756,200,951200,2018/9/10,北方
23212,2,4756,1500,4756,1500,7134000,2018/9/10,北方
23213,2,4756,102,4756,102,485112,2018/9/10,北方
23214,2,4756,560,4756,560,2663360,2018/9/10,北方
23215,2,4756,90,4756,90,428040,2018/9/10,北方
23216,2,4756,40,4756,40,190240,2018/9/10,北方
23217,2,4756,170,4756,170,808520,2018/9/10,北方
23218,2,4756,170,4756,170,808520,2018/9/10,北方
23219,2,4756,255,4756,255,1212780,2018/9/10,北方
23220,2,4756,50,4756,50,237800,2018/9/10,北方
23221,2,4756,10,4756,10,47560,2018/9/10,北方
23222,2,4756,1300,4756,1300,6182800,2018/9/10,北方
23223,2,4756,33,4756,33,156948,2018/9/10,北方
23224,2,4756,474,4756,474,2254344,2018/9/10,北方
22690,1,4650,20,4650,20,93000,2018/9/7,中海油宁波江浙沪皖
22691,1,4550,300,4550,300,1365000,2018/9/7,中海油宁波江浙沪皖
22692,1,4550,200,4550,200,910000,2018/9/7,中海油宁波江浙沪皖
22693,1,4550,180,4550,180,819000,2018/9/7,中海油宁波江浙沪皖
22694,1,4550,320,4550,320,1456000,2018/9/7,中海油宁波江浙沪皖
22695,1,4550,320,4550,320,1456000,2018/9/7,中海油宁波江浙沪皖
22696,2,4756,150,4756,150,713400,2018/9/7,北方
22583,1,4650,20,4650,20,93000,2018/9/6,中海油宁波江浙沪皖
22584,1,4550,80,4550,80,364000,2018/9/6,中海油宁波江浙沪皖
22585,1,4550,180,4550,180,819000,2018/9/6,中海油宁波江浙沪皖
22586,1,4550,40,4550,40,182000,2018/9/6,中海油宁波江浙沪皖
22587,1,4550,180,4550,180,819000,2018/9/6,中海油宁波江浙沪皖
22588,1,4756,23713,4756,23713,112779028,2018/9/6,东部
22589,2,4756,550,4756,550,2615800,2018/9/6,北方
22590,2,4756,150,4756,150,713400,2018/9/6,北方
22591,2,4756,74,4756,74,351944,2018/9/6,北方
22592,2,4756,25,4756,25,118900,2018/9/6,北方
22593,2,4756,80,4756,80,380480,2018/9/6,北方
22594,2,4756,68,4756,68,323408,2018/9/6,北方
22595,2,4756,542,4756,542,2577752,2018/9/6,北方
22596,2,4756,100,4756,100,475600,2018/9/6,北方
22597,2,4756,271,4756,271,1288876,2018/9/6,北方
22598,2,4756,170,4756,170,808520,2018/9/6,北方
22599,2,4756,140,4756,140,665840,2018/9/6,北方
22600,2,4756,30,4756,30,142680,2018/9/6,北方
22601,2,4756,120,4756,120,570720,2018/9/6,北方
22602,2,4756,645,4756,645,3067620,2018/9/6,北方
22603,2,4756,270,4756,270,1284120,2018/9/6,北方
22604,2,4756,100,4756,100,475600,2018/9/6,北方
22605,2,4756,50,4756,50,237800,2018/9/6,北方
22606,2,4756,101,4756,101,480356,2018/9/6,北方
22607,2,4756,1200,4756,1200,5707200,2018/9/6,北方
22608,2,4756,578,4756,578,2748968,2018/9/6,北方
22609,2,4756,33,4756,33,156948,2018/9/6,北方
22610,2,4756,2000,4756,2000,9512000,2018/9/6,北方
22611,2,4756,56,4756,56,266336,2018/9/6,北方
22612,2,4756,135,4756,135,642060,2018/9/6,北方
22613,2,4756,82,4756,82,389992,2018/9/6,北方
22614,2,4756,271,4756,271,1288876,2018/9/6,北方
22615,2,4756,200,4756,200,951200,2018/9/6,北方
22616,2,4756,340,4756,340,1617040,2018/9/6,北方
22617,2,4756,50,4756,50,237800,2018/9/6,北方
22618,2,4756,359,4756,359,1707404,2018/9/6,北方
22619,2,4756,47,4756,47,223532,2018/9/6,北方
22620,2,4756,35,4756,35,166460,2018/9/6,北方
22621,2,4756,10,4756,10,47560,2018/9/6,北方
22622,2,4756,27,4756,27,128412,2018/9/6,北方
22623,2,4756,2000,4756,2000,9512000,2018/9/6,北方
22624,2,4756,700,4756,700,3329200,2018/9/6,北方
22625,2,4756,230,4756,230,1093880,2018/9/6,北方
22626,2,4756,100,4756,100,475600,2018/9/6,北方
22627,2,4756,140,4756,140,665840,2018/9/6,北方
22628,2,4756,10,4756,10,47560,2018/9/6,北方
22629,2,4756,10,4756,10,47560,2018/9/6,北方
22630,2,4756,10,4756,10,47560,2018/9/6,北方
22631,2,4756,68,4756,68,323408,2018/9/6,北方
22632,2,4756,10,4756,10,47560,2018/9/6,北方
22633,2,4756,68,4756,68,323408,2018/9/6,北方
22634,2,4756,20,4756,20,95120,2018/9/6,北方
22635,2,4756,220,4756,220,1046320,2018/9/6,北方
22636,2,4756,200,4756,200,951200,2018/9/6,北方
22637,3,4756,203,4756,203,965468,2018/9/6,南方
22638,3,4756,550,4756,550,2615800,2018/9/6,南方
22639,3,4756,468,4756,468,2225808,2018/9/6,南方
22640,3,4756,105,4756,105,499380,2018/9/6,南方
22641,3,4756,200,4756,200,951200,2018/9/6,南方
22642,3,4756,850,4756,850,4042600,2018/9/6,南方
22643,3,4756,88,4756,88,418528,2018/9/6,南方
22644,3,4756,68,4756,68,323408,2018/9/6,南方
22645,3,4756,129,4756,129,613524,2018/9/6,南方
22646,3,4756,405,4756,405,1926180,2018/9/6,南方
22647,3,4756,180,4756,180,856080,2018/9/6,南方
22648,3,4756,20,4756,20,95120,2018/9/6,南方
22649,3,4756,135,4756,135,642060,2018/9/6,南方
22650,3,4756,420,4756,420,1997520,2018/9/6,南方
22651,3,4756,20,4756,20,95120,2018/9/6,南方
22652,3,4756,73,4756,73,347188,2018/9/6,南方
22653,3,4756,142,4756,142,675352,2018/9/6,南方
22654,3,4756,30,4756,30,142680,2018/9/6,南方
22655,3,4756,203,4756,203,965468,2018/9/6,南方
22656,3,4756,115,4756,115,546940,2018/9/6,南方
22657,3,4756,72,4756,72,342432,2018/9/6,南方
22658,3,4756,160,4756,160,760960,2018/9/6,南方
22659,3,4756,20,4756,20,95120,2018/9/6,南方
22660,3,4756,480,4756,480,2282880,2018/9/6,南方
22661,3,4756,271,4756,271,1288876,2018/9/6,南方
22662,3,4756,170,4756,170,808520,2018/9/6,南方
22663,3,4756,40,4756,40,190240,2018/9/6,南方
22664,3,4756,145,4756,145,689620,2018/9/6,南方
22665,3,4756,50,4756,50,237800,2018/9/6,南方
22666,3,4756,20,4756,20,95120,2018/9/6,南方
22667,3,4756,68,4756,68,323408,2018/9/6,南方
22668,3,4756,67,4756,67,318652,2018/9/6,南方
22669,3,4756,233,4756,233,1108148,2018/9/6,南方
22670,3,4756,480,4756,480,2282880,2018/9/6,南方
22671,3,4756,155,4756,155,737180,2018/9/6,南方
22672,3,4756,70,4756,70,332920,2018/9/6,南方
22105,1,4650,20,4650,20,93000,2018/9/5,中海油宁波江浙沪皖
22106,1,4550,100,4550,100,455000,2018/9/5,中海油宁波江浙沪皖
22107,1,4550,120,4550,120,546000,2018/9/5,中海油宁波江浙沪皖
22108,1,4550,60,4550,60,273000,2018/9/5,中海油宁波江浙沪皖
22109,1,4550,160,4550,160,728000,2018/9/5,中海油宁波江浙沪皖
22110,1,4550,60,4550,60,273000,2018/9/5,中海油宁波江浙沪皖
22016,2,4756,2000,4756,2000,9512000,2018/9/4,北方
22017,2,4756,45,4756,45,214020,2018/9/4,北方
22018,2,4756,16,4756,16,76096,2018/9/4,北方
22019,2,4756,130,4756,130,618280,2018/9/4,北方
22020,2,4756,55,4756,55,261580,2018/9/4,北方
22021,2,4756,200,4756,200,951200,2018/9/4,北方
22022,2,4756,100,4756,100,475600,2018/9/4,北方
22023,2,4756,90,4756,90,428040,2018/9/4,北方
22024,2,4756,34,4756,34,161704,2018/9/4,北方
22025,2,4756,19,4756,19,90364,2018/9/4,北方
22026,2,4756,100,4756,100,475600,2018/9/4,北方
22027,2,4756,10,4756,10,47560,2018/9/4,北方
22028,2,4756,109,4756,109,518404,2018/9/4,北方
22029,2,4756,125,4756,125,594500,2018/9/4,北方
22030,2,4756,30,4756,30,142680,2018/9/4,北方
22031,2,4756,120,4756,120,570720,2018/9/4,北方
21992,1,4650,20,4650,20,93000,2018/9/4,中海油宁波江浙沪皖
21993,1,4550,100,4550,100,455000,2018/9/4,中海油宁波江浙沪皖
21994,1,4550,120,4550,120,546000,2018/9/4,中海油宁波江浙沪皖
21995,1,4550,160,4550,160,728000,2018/9/4,中海油宁波江浙沪皖
21996,2,4756,40,4756,40,190240,2018/9/4,北方
21997,2,4756,100,4756,100,475600,2018/9/4,北方
21998,2,4756,54,4756,54,256824,2018/9/4,北方
21999,2,4756,136,4756,136,646816,2018/9/4,北方
22000,2,4756,30,4756,30,142680,2018/9/4,北方
22001,2,4756,55,4756,55,261580,2018/9/4,北方
22002,2,4756,10,4756,10,47560,2018/9/4,北方
22003,2,4756,80,4756,80,380480,2018/9/4,北方
22004,2,4756,30,4756,30,142680,2018/9/4,北方
22005,2,4756,170,4756,170,808520,2018/9/4,北方
22006,2,4756,10,4756,10,47560,2018/9/4,北方
22007,2,4756,48,4756,48,228288,2018/9/4,北方
22008,2,4756,10,4756,10,47560,2018/9/4,北方
22009,2,4756,27,4756,27,128412,2018/9/4,北方
22010,2,4756,1500,4756,1500,7134000,2018/9/4,北方
22011,2,4756,2000,4756,2000,9512000,2018/9/4,北方
22012,2,4756,54,4756,54,256824,2018/9/4,北方
22013,2,4756,50,4756,50,237800,2018/9/4,北方
22014,2,4756,100,4756,100,475600,2018/9/4,北方
22015,2,4756,33,4756,33,156948,2018/9/4,北方
21514,1,4650,20,4650,20,93000,2018/9/3,中海油宁波江浙沪皖
21515,1,4550,140,4550,140,637000,2018/9/3,中海油宁波江浙沪皖
21516,1,4550,120,4550,120,546000,2018/9/3,中海油宁波江浙沪皖
21517,1,4550,60,4550,60,273000,2018/9/3,中海油宁波江浙沪皖
21518,1,4550,160,4550,160,728000,2018/9/3,中海油宁波江浙沪皖
21519,1,4550,2800,4550,2800,12740000,2018/9/3,中海油宁波江浙沪皖
21052,3,4400,1550,4400,1550,6820000,2018/8/31,珠三角地区
21053,3,4400,1000,4400,1000,4400000,2018/8/31,珠三角地区
21054,3,4400,7580,4400,7580,33352000,2018/8/31,珠三角地区
21055,1,4650,400,4650,400,1860000,2018/8/31,中海油宁波江浙沪皖
21056,1,4650,20,4650,20,93000,2018/8/31,中海油宁波江浙沪皖
21057,1,4550,120,4550,120,546000,2018/8/31,中海油宁波江浙沪皖
21058,1,4550,140,4550,140,637000,2018/8/31,中海油宁波江浙沪皖
21059,1,4550,120,4550,120,546000,2018/8/31,中海油宁波江浙沪皖
21060,1,4550,300,4550,300,1365000,2018/8/31,中海油宁波江浙沪皖
21061,1,4550,200,4550,200,910000,2018/8/31,中海油宁波江浙沪皖
21062,1,4550,320,4550,320,1456000,2018/8/31,中海油宁波江浙沪皖
21063,2,4640,5.51,4640,5.51,25566.4,2018/8/31,北方
21064,2,4640,72.1,4640,72.1,334544,2018/8/31,北方
21065,2,4640,2.23,4640,2.23,10347.2,2018/8/31,北方
21066,2,4640,6,4640,6,27840,2018/8/31,北方
21068,2,4640,21.45,4640,21.45,99528,2018/8/31,北方
21069,2,4640,32.21,4640,32.21,149454.4,2018/8/31,北方
21071,2,4640,339,4640,339,1572960,2018/8/31,北方
21074,2,4640,66.93,4640,66.93,310555.2,2018/8/31,北方
21075,2,4640,150.6,4640,150.6,698784,2018/8/31,北方
21076,2,4640,12.28,4640,12.28,56979.2,2018/8/31,北方
21077,2,4640,112.29,4640,112.29,521025.6,2018/8/31,北方
21078,2,4640,42.4,4640,42.4,196736,2018/8/31,北方
21079,2,4640,111,4640,111,515040,2018/8/31,北方
21081,2,4640,18.37,4640,18.37,85236.8,2018/8/31,北方
21085,2,4640,59.57,4640,59.57,276404.8,2018/8/31,北方
21086,2,4640,144.56,4640,144.56,670758.4,2018/8/31,北方
21087,1,4640,203,4640,203,941920,2018/8/31,东部
21088,1,4640,203,4640,203,941920,2018/8/31,东部
21089,1,4640,203,4640,203,941920,2018/8/31,东部
21090,1,4640,203,4640,203,941920,2018/8/31,东部
21091,1,4640,203,4640,203,941920,2018/8/31,东部
21092,1,4640,203,4640,203,941920,2018/8/31,东部
21093,1,4640,203,4640,203,941920,2018/8/31,东部
21094,1,4640,203,4640,203,941920,2018/8/31,东部
21095,1,4640,203,4640,203,941920,2018/8/31,东部
21096,1,4640,203,4640,203,941920,2018/8/31,东部
21097,1,4640,203,4640,203,941920,2018/8/31,东部
21098,1,4640,40,4640,40,185600,2018/8/31,东部
21099,1,4640,203,4640,203,941920,2018/8/31,东部
21100,1,4640,203,4640,203,941920,2018/8/31,东部
21101,1,4640,203,4640,203,941920,2018/8/31,东部
21102,1,4640,203,4640,203,941920,2018/8/31,东部
21103,1,4640,203,4640,203,941920,2018/8/31,东部
21104,1,4640,203,4640,203,941920,2018/8/31,东部
21105,1,4640,203,4640,203,941920,2018/8/31,东部
21106,1,4640,203,4640,203,941920,2018/8/31,东部
21107,1,4640,203,4640,203,941920,2018/8/31,东部
21108,1,4640,106,4640,106,491840,2018/8/31,东部
21109,1,4640,203,4640,203,941920,2018/8/31,东部
21110,1,4640,203,4640,203,941920,2018/8/31,东部
21111,1,4640,203,4640,203,941920,2018/8/31,东部
21112,1,4640,50,4640,50,232000,2018/8/31,东部
21113,1,4640,203,4640,203,941920,2018/8/31,东部
21114,1,4640,203,4640,203,941920,2018/8/31,东部
21115,1,4640,203,4640,203,941920,2018/8/31,东部
21116,1,4640,203,4640,203,941920,2018/8/31,东部
21117,1,4640,203,4640,203,941920,2018/8/31,东部
21118,1,4640,30,4640,30,139200,2018/8/31,东部
21119,1,4640,60,4640,60,278400,2018/8/31,东部
21120,1,4640,203,4640,203,941920,2018/8/31,东部
21121,1,4640,203,4640,203,941920,2018/8/31,东部
21122,1,4640,203,4640,203,941920,2018/8/31,东部
21123,1,4640,203,4640,203,941920,2018/8/31,东部
21124,1,4640,203,4640,203,941920,2018/8/31,东部
21125,1,4640,203,4640,203,941920,2018/8/31,东部
20736,1,4640,203,4640,203,941920,2018/8/30,东部
20992,1,4640,200,4640,200,928000,2018/8/30,东部
20737,1,4640,203,4640,203,941920,2018/8/30,东部
20993,1,4640,200,4640,200,928000,2018/8/30,东部
20738,1,4640,203,4640,203,941920,2018/8/30,东部
20994,1,4640,200,4640,200,928000,2018/8/30,东部
20739,1,4640,203,4640,203,941920,2018/8/30,东部
20995,1,4640,200,4640,200,928000,2018/8/30,东部
20740,1,4640,203,4640,203,941920,2018/8/30,东部
20996,1,4640,200,4640,200,928000,2018/8/30,东部
20741,1,4640,203,4640,203,941920,2018/8/30,东部
20997,1,4640,200,4640,200,928000,2018/8/30,东部
20742,1,4640,68,4640,68,315520,2018/8/30,东部
20998,1,4640,200,4640,200,928000,2018/8/30,东部
20743,1,4640,68,4640,68,315520,2018/8/30,东部
20999,1,4640,203,4640,203,941920,2018/8/30,东部
20744,1,4640,68,4640,68,315520,2018/8/30,东部
21000,1,4640,203,4640,203,941920,2018/8/30,东部
20745,1,4640,200,4640,200,928000,2018/8/30,东部
21001,1,4640,203,4640,203,941920,2018/8/30,东部
20746,1,4640,200,4640,200,928000,2018/8/30,东部
21002,1,4640,203,4640,203,941920,2018/8/30,东部
20747,1,4640,200,4640,200,928000,2018/8/30,东部
21003,1,4640,122,4640,122,566080,2018/8/30,东部
20748,1,4640,200,4640,200,928000,2018/8/30,东部
21004,1,4640,200,4640,200,928000,2018/8/30,东部
20749,1,4640,200,4640,200,928000,2018/8/30,东部
21005,1,4640,200,4640,200,928000,2018/8/30,东部
20750,1,4640,200,4640,200,928000,2018/8/30,东部
21006,1,4640,30,4640,30,139200,2018/8/30,东部
20751,1,4640,200,4640,200,928000,2018/8/30,东部
21007,1,4640,203,4640,203,941920,2018/8/30,东部
20752,1,4640,200,4640,200,928000,2018/8/30,东部
21008,1,4640,203,4640,203,941920,2018/8/30,东部
20753,1,4640,200,4640,200,928000,2018/8/30,东部
21009,1,4640,203,4640,203,941920,2018/8/30,东部
20754,1,4640,200,4640,200,928000,2018/8/30,东部
21010,1,4640,50,4640,50,232000,2018/8/30,东部
20755,1,4640,200,4640,200,928000,2018/8/30,东部
21011,1,4640,203,4640,203,941920,2018/8/30,东部
20756,1,4640,200,4640,200,928000,2018/8/30,东部
21012,1,4640,203,4640,203,941920,2018/8/30,东部
20757,1,4640,200,4640,200,928000,2018/8/30,东部
21013,1,4640,203,4640,203,941920,2018/8/30,东部
20758,1,4640,200,4640,200,928000,2018/8/30,东部
21014,1,4640,100,4640,100,464000,2018/8/30,东部
20759,1,4640,200,4640,200,928000,2018/8/30,东部
21015,1,4640,4,4640,4,18560,2018/8/30,东部
20760,1,4640,200,4640,200,928000,2018/8/30,东部
21016,1,4640,102,4640,102,473280,2018/8/30,东部
20761,1,4640,200,4640,200,928000,2018/8/30,东部
21017,1,4640,203,4640,203,941920,2018/8/30,东部
20762,1,4640,200,4640,200,928000,2018/8/30,东部
21018,1,4640,203,4640,203,941920,2018/8/30,东部
20763,1,4640,200,4640,200,928000,2018/8/30,东部
21019,1,4640,203,4640,203,941920,2018/8/30,东部
20764,1,4640,50,4640,50,232000,2018/8/30,东部
21020,1,4640,203,4640,203,941920,2018/8/30,东部
20765,1,4640,203,4640,203,941920,2018/8/30,东部
21021,1,4640,203,4640,203,941920,2018/8/30,东部
20766,1,4640,203,4640,203,941920,2018/8/30,东部
21022,1,4640,203,4640,203,941920,2018/8/30,东部
20767,1,4640,203,4640,203,941920,2018/8/30,东部
21023,1,4640,203,4640,203,941920,2018/8/30,东部
20768,1,4640,203,4640,203,941920,2018/8/30,东部
21024,1,4640,203,4640,203,941920,2018/8/30,东部
20769,1,4640,60,4640,60,278400,2018/8/30,东部
21025,1,4640,203,4640,203,941920,2018/8/30,东部
20770,1,4640,50,4640,50,232000,2018/8/30,东部
21026,1,4640,203,4640,203,941920,2018/8/30,东部
20771,1,4640,203,4640,203,941920,2018/8/30,东部
21027,1,4640,203,4640,203,941920,2018/8/30,东部
20772,1,4640,102,4640,102,473280,2018/8/30,东部
21028,1,4640,203,4640,203,941920,2018/8/30,东部
20773,1,4640,203,4640,203,941920,2018/8/30,东部
21029,1,4640,203,4640,203,941920,2018/8/30,东部
20774,1,4640,203,4640,203,941920,2018/8/30,东部
21030,1,4640,203,4640,203,941920,2018/8/30,东部
20775,1,4640,203,4640,203,941920,2018/8/30,东部
21031,1,4640,203,4640,203,941920,2018/8/30,东部
20776,1,4640,203,4640,203,941920,2018/8/30,东部
21032,1,4640,203,4640,203,941920,2018/8/30,东部
20777,1,4640,203,4640,203,941920,2018/8/30,东部
21033,1,4640,203,4640,203,941920,2018/8/30,东部
20778,1,4640,203,4640,203,941920,2018/8/30,东部
21034,1,4640,203,4640,203,941920,2018/8/30,东部
20779,1,4640,203,4640,203,941920,2018/8/30,东部
21035,1,4640,203,4640,203,941920,2018/8/30,东部
20780,1,4640,203,4640,203,941920,2018/8/30,东部
21036,1,4640,203,4640,203,941920,2018/8/30,东部
20781,1,4640,203,4640,203,941920,2018/8/30,东部
21037,1,4640,203,4640,203,941920,2018/8/30,东部
20782,1,4640,203,4640,203,941920,2018/8/30,东部
21038,1,4640,147,4640,147,682080,2018/8/30,东部
20783,1,4640,203,4640,203,941920,2018/8/30,东部
21039,1,4640,203,4640,203,941920,2018/8/30,东部
20784,1,4640,203,4640,203,941920,2018/8/30,东部
21040,1,4640,203,4640,203,941920,2018/8/30,东部
20785,1,4640,203,4640,203,941920,2018/8/30,东部
21041,1,4640,20,4640,20,92800,2018/8/30,东部
20786,1,4640,203,4640,203,941920,2018/8/30,东部
21042,1,4640,203,4640,203,941920,2018/8/30,东部
20787,1,4640,62,4640,62,287680,2018/8/30,东部
21043,1,4640,200,4640,200,928000,2018/8/30,东部
20788,1,4640,203,4640,203,941920,2018/8/30,东部
21044,1,4640,200,4640,200,928000,2018/8/30,东部
20789,1,4640,203,4640,203,941920,2018/8/30,东部
21045,1,4640,20,4640,20,92800,2018/8/30,东部
20790,1,4640,203,4640,203,941920,2018/8/30,东部
21046,1,4640,57,4640,57,264480,2018/8/30,东部
20791,1,4640,203,4640,203,941920,2018/8/30,东部
20792,1,4640,203,4640,203,941920,2018/8/30,东部
20793,1,4640,203,4640,203,941920,2018/8/30,东部
20794,1,4640,203,4640,203,941920,2018/8/30,东部
20795,1,4640,203,4640,203,941920,2018/8/30,东部
20796,1,4640,100,4640,100,464000,2018/8/30,东部
20797,1,4640,200,4640,200,928000,2018/8/30,东部
20798,1,4640,203,4640,203,941920,2018/8/30,东部
20799,1,4640,203,4640,203,941920,2018/8/30,东部
20800,1,4640,203,4640,203,941920,2018/8/30,东部
20801,1,4640,203,4640,203,941920,2018/8/30,东部
20802,1,4640,203,4640,203,941920,2018/8/30,东部
20803,1,4640,203,4640,203,941920,2018/8/30,东部
20804,1,4640,203,4640,203,941920,2018/8/30,东部
20805,1,4640,203,4640,203,941920,2018/8/30,东部
20806,1,4640,203,4640,203,941920,2018/8/30,东部
20807,1,4640,150,4640,150,696000,2018/8/30,东部
20808,1,4640,200,4640,200,928000,2018/8/30,东部
20809,1,4640,143,4640,143,663520,2018/8/30,东部
20810,1,4640,100,4640,100,464000,2018/8/30,东部
20811,1,4640,100,4640,100,464000,2018/8/30,东部
20812,1,4640,150,4640,150,696000,2018/8/30,东部
20813,1,4640,203,4640,203,941920,2018/8/30,东部
20814,1,4640,203,4640,203,941920,2018/8/30,东部
20815,1,4640,203,4640,203,941920,2018/8/30,东部
20816,1,4640,203,4640,203,941920,2018/8/30,东部
20817,1,4640,203,4640,203,941920,2018/8/30,东部
20818,1,4640,70,4640,70,324800,2018/8/30,东部
20819,1,4640,100,4640,100,464000,2018/8/30,东部
20820,1,4640,10,4640,10,46400,2018/8/30,东部
20821,1,4640,203,4640,203,941920,2018/8/30,东部
20822,1,4640,203,4640,203,941920,2018/8/30,东部
20823,1,4640,203,4640,203,941920,2018/8/30,东部
20824,1,4640,203,4640,203,941920,2018/8/30,东部
20825,1,4640,203,4640,203,941920,2018/8/30,东部
20826,1,4640,50,4640,50,232000,2018/8/30,东部
20827,1,4640,67,4640,67,310880,2018/8/30,东部
20828,1,4640,18,4640,18,83520,2018/8/30,东部
20829,1,4640,67,4640,67,310880,2018/8/30,东部
20830,1,4640,102,4640,102,473280,2018/8/30,东部
20831,1,4640,51,4640,51,236640,2018/8/30,东部
20832,1,4640,203,4640,203,941920,2018/8/30,东部
20833,1,4640,203,4640,203,941920,2018/8/30,东部
20834,1,4640,203,4640,203,941920,2018/8/30,东部
20835,1,4640,203,4640,203,941920,2018/8/30,东部
20836,1,4640,203,4640,203,941920,2018/8/30,东部
20837,1,4640,203,4640,203,941920,2018/8/30,东部
20838,1,4640,203,4640,203,941920,2018/8/30,东部
20839,1,4640,203,4640,203,941920,2018/8/30,东部
20840,1,4640,102,4640,102,473280,2018/8/30,东部
20841,1,4640,203,4640,203,941920,2018/8/30,东部
20842,1,4640,203,4640,203,941920,2018/8/30,东部
20843,1,4640,120,4640,120,556800,2018/8/30,东部
20844,1,4640,203,4640,203,941920,2018/8/30,东部
20845,1,4640,203,4640,203,941920,2018/8/30,东部
20590,1,4650,700,4650,700,3255000,2018/8/30,中海油宁波江浙沪皖
20846,1,4640,120,4640,120,556800,2018/8/30,东部
20591,1,4650,20,4650,20,93000,2018/8/30,中海油宁波江浙沪皖
20847,1,4640,203,4640,203,941920,2018/8/30,东部
20592,1,4550,120,4550,120,546000,2018/8/30,中海油宁波江浙沪皖
20848,1,4640,203,4640,203,941920,2018/8/30,东部
20593,1,4550,60,4550,60,273000,2018/8/30,中海油宁波江浙沪皖
20849,1,4640,203,4640,203,941920,2018/8/30,东部
20594,1,4550,100,4550,100,455000,2018/8/30,中海油宁波江浙沪皖
20850,1,4640,203,4640,203,941920,2018/8/30,东部
20595,1,4550,120,4550,120,546000,2018/8/30,中海油宁波江浙沪皖
20851,1,4640,203,4640,203,941920,2018/8/30,东部
20596,1,4550,160,4550,160,728000,2018/8/30,中海油宁波江浙沪皖
20852,1,4640,203,4640,203,941920,2018/8/30,东部
20597,1,4550,220,4550,220,1001000,2018/8/30,中海油宁波江浙沪皖
20853,1,4640,203,4640,203,941920,2018/8/30,东部
20598,2,4640,140,4640,140,649600,2018/8/30,北方
20854,1,4640,203,4640,203,941920,2018/8/30,东部
20599,2,4640,2168,4640,2168,10059520,2018/8/30,北方
20855,1,4640,203,4640,203,941920,2018/8/30,东部
20600,2,4640,305,4640,305,1415200,2018/8/30,北方
20856,1,4640,203,4640,203,941920,2018/8/30,东部
20857,1,4640,203,4640,203,941920,2018/8/30,东部
20602,2,4640,28,4640,28,129920,2018/8/30,北方
20858,1,4640,203,4640,203,941920,2018/8/30,东部
20603,2,4640,150,4640,150,696000,2018/8/30,北方
20859,1,4640,203,4640,203,941920,2018/8/30,东部
20604,2,4640,2033,4640,2033,9433120,2018/8/30,北方
20860,1,4640,203,4640,203,941920,2018/8/30,东部
20605,2,4640,300,4640,300,1392000,2018/8/30,北方
20861,1,4640,203,4640,203,941920,2018/8/30,东部
20606,2,4640,4252.6,4640,4252.6,19732064,2018/8/30,北方
20862,1,4640,203,4640,203,941920,2018/8/30,东部
20863,1,4640,203,4640,203,941920,2018/8/30,东部
20608,2,4640,115,4640,115,533600,2018/8/30,北方
20864,1,4640,203,4640,203,941920,2018/8/30,东部
20609,3,4640,75,4640,75,348000,2018/8/30,南方
20865,1,4640,203,4640,203,941920,2018/8/30,东部
20610,3,4640,170,4640,170,788800,2018/8/30,南方
20866,1,4640,203,4640,203,941920,2018/8/30,东部
20611,3,4640,25,4640,25,116000,2018/8/30,南方
20867,1,4640,203,4640,203,941920,2018/8/30,东部
20612,3,4640,108,4640,108,501120,2018/8/30,南方
20868,1,4640,203,4640,203,941920,2018/8/30,东部
20613,3,4640,20,4640,20,92800,2018/8/30,南方
20869,1,4640,203,4640,203,941920,2018/8/30,东部
20614,3,4640,205,4640,205,951200,2018/8/30,南方
20870,1,4640,203,4640,203,941920,2018/8/30,东部
20615,3,4640,5,4640,5,23200,2018/8/30,南方
20871,1,4640,203,4640,203,941920,2018/8/30,东部
20616,3,4640,47,4640,47,218080,2018/8/30,南方
20872,1,4640,203,4640,203,941920,2018/8/30,东部
20617,3,4640,5,4640,5,23200,2018/8/30,南方
20873,1,4640,203,4640,203,941920,2018/8/30,东部
20618,3,4640,34,4640,34,157760,2018/8/30,南方
20874,1,4640,203,4640,203,941920,2018/8/30,东部
20619,3,4640,44,4640,44,204160,2018/8/30,南方
20875,1,4640,203,4640,203,941920,2018/8/30,东部
20620,3,4640,261,4640,261,1211040,2018/8/30,南方
20876,1,4640,20,4640,20,92800,2018/8/30,东部
20621,3,4640,45,4640,45,208800,2018/8/30,南方
20877,1,4640,20,4640,20,92800,2018/8/30,东部
20622,3,4640,68,4640,68,315520,2018/8/30,南方
20878,1,4640,100,4640,100,464000,2018/8/30,东部
20623,3,4640,5,4640,5,23200,2018/8/30,南方
20879,1,4640,163,4640,163,756320,2018/8/30,东部
20624,3,4640,66,4640,66,306240,2018/8/30,南方
20880,1,4640,4,4640,4,18560,2018/8/30,东部
20625,3,4640,200,4640,200,928000,2018/8/30,南方
20881,1,4640,100,4640,100,464000,2018/8/30,东部
20626,3,4640,33,4640,33,153120,2018/8/30,南方
20882,1,4640,203,4640,203,941920,2018/8/30,东部
20627,3,4640,70,4640,70,324800,2018/8/30,南方
20883,1,4640,203,4640,203,941920,2018/8/30,东部
20628,3,4640,5,4640,5,23200,2018/8/30,南方
